,Risk,Reward,Win Rate (%),Profit Factor,Cumulative Returns,Sortino Ratio,Average Profit per Winning Trade (%),Average Loss per Losing Trade (%),Average Return (%),Trade Frequency (Trades per Day),Downside Deviation,Volatility (Standard Deviation of Algo Returns),Gross Profit (%),Gross Loss (%),Total Number of Winning Trades,Total Number of Trades,Risk-Free Rate (%),Risk:Reward Ratio
68,9,7,58.18181818181818,1.27143912463766,1.2856632454311259,-0.013173602934474993,2.1099283173362795,-2.3088423068213597,0.26207878359763026,0.2777777777777778,1.3192451792017148,0.025984784998957768,135.0354123095219,-106.20674611378256,64,110,2.0,0.7777777777777778
69,10,7,64.70588235294117,1.3907234735876197,1.1818578491918248,-0.009803191058663367,1.99605798187268,-2.6313208218115913,0.3628654629252905,0.12878787878787878,1.6700016630074,0.026526007648641145,65.86991340179844,-47.363774792608645,33,51,2.0,0.7
70,1,8,12.279151943462898,1.080169287239655,1.119978413609305,-0.1599703637707736,1.3426753056454137,-0.17399818917727214,0.012236453738234338,2.7146282973621103,0.12425823755143126,0.0067763743909675525,186.6318674847125,-172.78020185303126,139,1132,2.0,8.0
71,2,8,22.66112266112266,1.156799630719468,1.2336524956164925,-0.07273328244341515,1.5999582903591496,-0.40526031516473043,0.0491447326566893,1.1534772182254196,0.2682204352403636,0.010586462098253755,174.3954536491473,-150.75683724127973,109,481,2.0,4.0
72,3,8,31.313131313131315,1.209823268689378,1.2957336545035076,-0.04671467756122759,1.7798782930108263,-0.6706889552932139,0.09666038508481872,0.717391304347826,0.4074393133551074,0.013843745071337416,165.52868125000685,-136.82054687981565,93,297,2.0,2.6666666666666665
73,4,8,38.028169014084504,1.3097798603263295,1.3988790593516793,-0.0357683275222494,1.9005488238919206,-0.8904136523490576,0.17093827523553962,0.5195121951219512,0.5113635027040914,0.01642794434656924,153.94445473524556,-117.53460211007561,81,213,2.0,2.0
74,5,8,47.77777777777778,1.268324410418833,1.3446003258428891,-0.022542756884379248,1.8179811666122179,-1.3113832325037105,0.1837575359627886,0.43373493975903615,0.8056878195300754,0.019747022230970617,156.34638032865072,-123.2700238553488,86,180,2.0,1.6
75,6,8,42.44604316546763,1.0791765238424436,1.0653505732839197,-0.022067319523465818,2.2155169522520706,-1.5140653231300765,0.06899477937025936,0.33902439024390246,0.8750520055579744,0.02183677282924204,130.71550018287218,-121.12522585040612,59,139,2.0,1.3333333333333333
76,7,8,47.45762711864407,1.104380546393175,1.0866122002271767,-0.015825124697841107,2.2214042586816674,-1.816791919737854,0.09964016493581707,0.28780487804878047,1.200849833002222,0.024339576611939185,124.39863848617337,-112.64109902374693,56,118,2.0,1.1428571428571428
77,8,8,54.95495495495496,1.1765804413782135,1.172281606269433,-0.01557700324315059,2.0963205245464094,-2.1736814160796545,0.17289622696710155,0.2803030303030303,1.1729494720599096,0.024443340464192796,127.87555199733099,-108.68407080398272,61,111,2.0,1.0
